,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,is_strike,pitch_count,plate_-x,pfx_-x,bauer_units,swing_miss
601,FF,2021-06-12,98.2,-2.93,4.78,"Kimbrel, Craig",624641,518886,,swinging_strike,2.0,"Edmundo Sosa grounds out, third baseman Patrick Wisdom to first baseman Anthony Rizzo.",R,R,R,CHC,STL,S,,,0,1,2021,-1.0,14.76,-0.07,3.12,571448.0,641933.0,657557.0,2,9,Top,,,575929,10.087256796549315,-142.68216752464315,-1.815271413210924,-16.103477506624728,34.54079659108721,-15.23548732460375,3.37,1.53,,,,98.2,2366.0,6.5,633740,518886,575929,519203,642727,621550,595879,592178,664023,518792,54.01,,,,,,,,71,2,4-Seam Fastball,7,2,2,7,2,7,2,7,Strategic,Standard,224.0,0.0,-0.237,1,0-1,0.07,12.0,24.093686354378818,1
602,KC,2021-06-12,87.1,-2.72,4.98,"Kimbrel, Craig",624641,518886,,swinging_strike,14.0,"Edmundo Sosa grounds out, third baseman Patrick Wisdom to first baseman Anthony Rizzo.",R,R,R,CHC,STL,S,,,0,0,2021,0.99,-4.68,1.67,1.23,571448.0,641933.0,657557.0,2,9,Top,,,575929,8.53583582421771,-126.6621814098255,-2.033457828492102,8.866732135126203,26.21424342361304,-36.15208044177091,3.37,1.53,,,,87.4,2694.0,6.5,633740,518886,575929,519203,642727,621550,595879,592178,664023,518792,53.95,,,,,,,,71,1,Knuckle Curve,7,2,2,7,2,7,2,7,Strategic,Standard,55.0,0.0,-0.139,1,0-0,-1.67,-11.879999999999999,30.92996555683123,1
603,KC,2021-06-11,86.8,-2.76,4.93,"Kimbrel, Craig",666185,518886,strikeout,swinging_strike,14.0,Dylan Carlson strikes out swinging.,R,L,R,CHC,STL,S,2.0,,1,2,2021,1.03,-7.4399999999999995,1.14,1.34,,,,2,9,Top,,,575929,7.225595454236813,-126.34973536090588,-1.189661357486454,9.717119608125724,24.24559376524269,-38.78684583848093,3.47,1.59,,,,87.1,2675.0,6.3,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,54.2,,,0.0,1.0,0.0,0.0,,72,4,Knuckle Curve,8,5,5,8,5,8,5,8,Infield shift,Standard,60.0,0.004,-0.073,1,1-2,-1.14,-12.36,30.817972350230416,1
604,KC,2021-06-11,86.7,-2.74,4.93,"Kimbrel, Craig",666185,518886,,ball,13.0,Dylan Carlson strikes out swinging.,R,L,R,CHC,STL,B,,,0,2,2021,0.77,-8.399999999999999,-1.78,1.87,,,,2,9,Top,,,575929,0.7094874335827295,-126.29910579625214,0.2715287416211323,8.186398905263633,24.460390383520476,-39.96577527857684,3.49,1.59,,,,87.2,2388.0,6.4,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,54.06,,,,,,,,72,3,Knuckle Curve,8,5,5,8,5,8,5,8,Infield shift,Standard,61.0,0.0,0.011,0,0-2,1.78,-9.24,27.543252595155707,0
605,FF,2021-06-11,98.3,-3.03,4.86,"Kimbrel, Craig",666185,518886,,foul,2.0,Dylan Carlson strikes out swinging.,R,L,R,CHC,STL,S,,,0,1,2021,-0.92,13.799999999999999,-0.2,3.18,,,,2,9,Top,,,575929,9.8842034926224,-142.87889313957547,-1.796764044081836,-14.806254973166832,29.66857660234838,-16.094523733663223,3.47,1.59,265.0,79.8,51.0,99.2,2299.0,6.6,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,53.85,,,,,,,,72,2,4-Seam Fastball,8,5,5,8,5,8,5,8,Infield shift,Standard,219.0,0.0,-0.024,1,0-1,0.2,11.040000000000001,23.387589013224822,0
606,FF,2021-06-11,97.7,-2.89,4.78,"Kimbrel, Craig",666185,518886,,foul,2.0,Dylan Carlson strikes out swinging.,R,L,R,CHC,STL,S,,,0,0,2021,-0.75,14.04,-0.25,3.08,,,,2,9,Top,,,575929,8.903972741351359,-141.9803041490371,-1.787302813762197,-12.21409836563526,32.45082775372189,-16.14054423569854,3.47,1.59,210.0,93.6,63.0,98.3,2254.0,6.7,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,53.78,,,,,,,,72,1,4-Seam Fastball,8,5,5,8,5,8,5,8,Infield shift,Standard,226.0,0.0,-0.018,1,0-0,0.25,9.0,23.07062436028659,0
607,FF,2021-06-11,97.3,-2.99,4.72,"Kimbrel, Craig",669242,518886,out,hit_into_play,12.0,Tommy Edman flies out to shortstop Javier Baez.,R,L,R,CHC,STL,X,6.0,fly_ball,0,1,2021,-0.72,15.120000000000001,0.02,3.68,,,,1,9,Top,81.92,128.11,575929,9.794725074864065,-141.5055189935295,-0.1836570533466496,-11.78270425053425,29.135034646874814,-15.284836942512571,3.3,1.5,210.0,83.5,56.0,98.5,2207.0,6.7,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,53.75,0.023,0.022,0.0,1.0,0.0,0.0,3.0,71,2,4-Seam Fastball,8,5,5,8,5,8,5,8,Standard,Standard,220.0,0.009,-0.136,1,0-1,-0.02,8.64,22.682425488180886,0
608,KC,2021-06-11,85.1,-2.94,4.94,"Kimbrel, Craig",669242,518886,,called_strike,1.0,Tommy Edman flies out to shortstop Javier Baez.,R,L,R,CHC,STL,S,,,0,0,2021,0.74,-10.44,-0.54,2.79,,,,1,9,Top,,,575929,4.150931251782671,-123.8732349491139,2.9752289159909244,6.905746785761309,22.86906607164736,-41.93255300496314,2.99,1.5,,,,85.4,2471.0,6.3,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,54.2,,,,,,,,71,1,Knuckle Curve,8,5,5,8,5,8,5,8,Standard,Standard,59.0,0.0,-0.027,1,0-0,0.54,-8.879999999999999,29.036427732079908,0
609,KC,2021-06-11,86.1,-2.75,4.81,"Kimbrel, Craig",624641,518886,out,hit_into_play,14.0,"Edmundo Sosa grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,R,R,CHC,STL,X,6.0,ground_ball,0,2,2021,0.63,-4.32,1.18,1.15,,,,0,9,Top,114.69,163.01,575929,8.12362936415622,-125.32949271539852,-1.805174807733893,5.16485688926877,22.74975974106065,-35.83387815533765,3.37,1.53,3.0,62.3,-20.0,87.2,2590.0,6.7,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,53.77,0.06,0.06,0.0,1.0,0.0,0.0,2.0,70,3,Knuckle Curve,8,5,5,8,5,8,5,8,Standard,Standard,63.0,0.018,-0.151,1,0-2,-1.18,-7.5600000000000005,30.08130081300813,0
610,FF,2021-06-11,96.4,-2.95,4.74,"Kimbrel, Craig",624641,518886,,foul,4.0,"Edmundo Sosa grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,R,R,CHC,STL,S,,,0,1,2021,-0.72,12.72,-0.35,2.64,,,,0,9,Top,,,575929,8.585924662809008,-140.19016037582108,-2.455084206125594,-11.386259285912224,29.06988343419545,-17.715344260467237,3.37,1.53,,,,97.0,2347.0,6.5,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,54.01,,,,,,,,70,2,4-Seam Fastball,8,5,5,8,5,8,5,8,Standard,Standard,223.0,0.0,-0.052,1,0-1,0.35,8.64,24.34647302904564,0
611,KC,2021-06-11,85.4,-2.86,5.05,"Kimbrel, Craig",624641,518886,,called_strike,5.0,"Edmundo Sosa grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,R,R,CHC,STL,S,,,0,0,2021,1.03,-5.64,0.01,2.29,,,,0,9,Top,,,575929,4.718762314998407,-124.45280936293324,0.6143483953476112,9.9964238679633,21.187809080325337,-37.35672061270508,2.98,1.53,,,,86.2,2571.0,6.4,633742,518886,575929,519203,642727,621550,595879,592178,545350,518792,54.14,,,,,,,,70,1,Knuckle Curve,8,5,5,8,5,8,5,8,Standard,Standard,51.0,0.0,-0.038,1,0-0,-0.01,-12.36,30.105386416861826,0
612,FF,2021-06-09,97.2,-2.99,4.75,"Kimbrel, Craig",543333,518886,out,hit_into_play,6.0,Eric Hosmer flies out to center fielder Ian Happ.,R,L,R,SD,CHC,X,8.0,fly_ball,1,1,2021,-1.01,16.68,0.32,2.24,,,,2,9,Bot,153.68,63.92,664731,11.21015058167675,-141.06600446469912,-4.319429987486186,-16.211783386293508,35.36883612035453,-12.8895832685456,3.55,1.63,341.0,95.2,35.0,97.0,2287.0,6.5,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,53.95,0.097,0.158,0.0,1.0,0.0,0.0,3.0,62,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,227.0,-0.014,-0.099,1,1-1,-0.32,12.120000000000001,23.52880658436214,0
613,FF,2021-06-09,96.4,-3.05,4.65,"Kimbrel, Craig",543333,518886,,foul,4.0,Eric Hosmer flies out to center fielder Ian Happ.,R,L,R,SD,CHC,S,,,1,0,2021,-1.03,15.36,-0.75,2.85,,,,2,9,Bot,,,664731,8.459838971779815,-140.0403488330279,-2.065831221709518,-15.568767443450982,35.47842479408011,-15.165598124111954,3.55,1.63,252.0,76.9,36.0,96.1,2293.0,6.5,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,53.99,,,,,,,,62,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,223.0,-0.014,-0.02,1,1-0,0.75,12.36,23.786307053941908,0
614,KC,2021-06-09,84.9,-2.92,4.85,"Kimbrel, Craig",543333,518886,,ball,14.0,Eric Hosmer flies out to center fielder Ian Happ.,R,L,R,SD,CHC,B,,,0,0,2021,0.79,-6.959999999999999,0.63,1.35,,,,2,9,Bot,,,664731,6.746785336135311,-123.46110651764997,-0.632600332108391,6.571169505681311,26.69819376677817,-38.17485860202297,3.86,1.87,,,,84.7,2452.0,6.4,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.1,,,,,,,,62,1,Knuckle Curve,1,3,1,3,3,1,1,3,Infield shift,Strategic,64.0,-0.014,0.016,0,0-0,-0.63,-9.48,28.881036513545347,0
615,FF,2021-06-09,96.1,-2.91,4.58,"Kimbrel, Craig",665487,518886,out,hit_into_play,8.0,Fernando Tatis Jr.  lines out sharply to center fielder Ian Happ.,R,R,R,SD,CHC,X,8.0,line_drive,3,1,2021,-1.2,15.36,-0.09,2.04,,,,1,9,Bot,137.55,54.6,664731,10.216442587462655,-139.51502637341378,-3.9947311837847104,-18.06856245250479,33.61389431299412,-14.782781697693297,3.49,1.6,359.0,113.2,14.0,96.1,2247.0,6.6,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,53.9,0.78,0.88,0.0,1.0,0.0,0.0,6.0,61,5,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,223.0,-0.029,-0.277,1,3-1,0.09,14.399999999999999,23.381893860561917,0
616,KC,2021-06-09,85.9,-2.81,4.85,"Kimbrel, Craig",665487,518886,,ball,14.0,Fernando Tatis Jr.  lines out sharply to center fielder Ian Happ.,R,R,R,SD,CHC,B,,,2,1,2021,0.54,1.56,1.22,1.81,,,,1,9,Bot,,,664731,8.483142567317747,-124.84024761993578,-1.2146377970165665,3.973559246747816,24.493396851728583,-30.767471239505927,3.87,1.88,,,,86.1,2555.0,6.4,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.06,,,,,,,,61,4,Knuckle Curve,1,3,1,3,3,1,1,3,Standard,Standard,54.0,0.0,0.083,0,2-1,-1.22,-6.48,29.743888242142024,0
617,FF,2021-06-09,96.6,-2.88,4.74,"Kimbrel, Craig",665487,518886,,ball,14.0,Fernando Tatis Jr.  lines out sharply to center fielder Ian Happ.,R,R,R,SD,CHC,B,,,1,1,2021,-0.91,15.120000000000001,1.5,2.51,,,,1,9,Bot,,,664731,13.76091490699282,-139.98323616983146,-3.199421458364546,-15.11785100995617,33.00897457046571,-15.025203142697976,3.93,1.88,,,,96.5,2253.0,6.6,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,53.93,,,,,,,,61,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,223.0,0.0,0.038,0,1-1,-1.5,10.92,23.32298136645963,0
618,KC,2021-06-09,85.2,-2.84,4.85,"Kimbrel, Craig",665487,518886,,ball,14.0,Fernando Tatis Jr.  lines out sharply to center fielder Ian Happ.,R,R,R,SD,CHC,B,,,0,1,2021,0.99,-2.52,1.07,2.39,,,,1,9,Bot,,,664731,7.216145800603117,-123.81832719737606,1.0136357172434471,8.584465420361774,26.115157455532287,-34.82040067541765,3.81,1.82,,,,85.0,2541.0,6.3,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.16,,,,,,,,61,2,Knuckle Curve,1,3,1,3,3,1,1,3,Standard,Standard,59.0,0.0,0.021,0,0-1,-1.07,-11.879999999999999,29.82394366197183,0
619,FF,2021-06-09,95.9,-3.08,4.76,"Kimbrel, Craig",665487,518886,,swinging_strike,2.0,Fernando Tatis Jr.  lines out sharply to center fielder Ian Happ.,R,R,R,SD,CHC,S,,,0,0,2021,-1.08,14.64,0.02,3.56,,,,1,9,Bot,,,664731,10.647042214099171,-139.2385404477763,-0.2649954285766767,-16.53856229429632,33.47893539912393,-16.57712879257613,3.49,1.6,,,,95.7,2262.0,6.4,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.06,,,,,,,,61,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,222.0,0.0,-0.027,1,0-0,-0.02,12.96,23.587069864442125,1
620,FF,2021-06-09,95.8,-2.94,4.7,"Kimbrel, Craig",630105,518886,out,hit_into_play,2.0,Jake Cronenworth flies out to left fielder Joc Pederson.,R,L,R,SD,CHC,X,7.0,fly_ball,0,2,2021,-1.27,14.879999999999999,-0.19,3.2,,,,0,9,Bot,59.89,133.74,664731,10.15313808833037,-139.1328652705472,-1.1108031662536233,-18.861400687688967,33.02835548887441,-16.065281893068,3.37,1.53,232.0,72.8,45.0,95.5,2321.0,6.4,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.13,0.211,0.216,0.0,1.0,0.0,0.0,3.0,60,4,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,223.0,-0.044,-0.151,1,0-2,0.19,15.24,24.227557411273487,0
621,FF,2021-06-09,95.8,-2.99,4.73,"Kimbrel, Craig",630105,518886,,foul,1.0,Jake Cronenworth flies out to left fielder Joc Pederson.,R,L,R,SD,CHC,S,,,0,2,2021,-0.86,15.0,-0.59,3.2,,,,0,9,Bot,,,664731,8.293429841613237,-139.24575791833735,-1.2437816464271414,-13.062962388719246,31.610513660913483,-15.823275041079784,3.37,1.53,222.0,71.4,42.0,95.8,2243.0,6.4,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.1,,,,,,,,60,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,220.0,0.0,0.0,1,0-2,0.59,10.32,23.4133611691023,0
622,FF,2021-06-09,96.9,-2.98,4.8,"Kimbrel, Craig",630105,518886,,swinging_strike,6.0,Jake Cronenworth flies out to left fielder Joc Pederson.,R,L,R,SD,CHC,S,,,0,1,2021,-1.1,16.200000000000003,0.66,2.77,,,,0,9,Bot,,,664731,12.238524851587025,-140.62061323099255,-2.918865335148661,-17.483383922638406,33.061650707500135,-13.732252382281212,3.37,1.53,,,,96.7,2368.0,6.4,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.12,,,,,,,,60,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,224.0,0.0,-0.052,1,0-1,-0.66,13.200000000000001,24.437564499484004,1
623,FF,2021-06-09,96.1,-2.98,4.78,"Kimbrel, Craig",630105,518886,,foul,12.0,Jake Cronenworth flies out to left fielder Joc Pederson.,R,L,R,SD,CHC,S,,,0,0,2021,-0.86,16.080000000000002,0.92,3.0,,,,0,9,Bot,,,664731,12.299395073847204,-139.34810314785926,-2.057175953861602,-14.260892059132456,35.12853650994828,-14.623883720165422,3.37,1.53,,,,95.6,2246.0,6.5,633739,518886,664731,519203,519299,621550,642727,592626,664023,518792,54.05,,,,,,,,60,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,225.0,0.0,-0.038,1,0-0,-0.92,10.32,23.37148803329865,0
624,KC,2021-06-06,85.6,-2.8,5.0,"Kimbrel, Craig",664774,518886,strikeout,called_strike,7.0,LaMonte Wade called out on strikes.,R,L,R,SF,CHC,S,2.0,,0,2,2021,0.84,-9.120000000000001,-0.37,1.92,,,,2,9,Bot,,,664731,4.070374531908646,-124.85205271372506,0.4056658725056421,8.211857142883282,20.917657146275943,-40.43361073975866,3.13,1.56,,,,86.4,2313.0,6.3,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.2,,,0.0,1.0,0.0,0.0,,74,4,Knuckle Curve,3,4,3,4,4,3,3,4,Infield shift,Strategic,55.0,-0.044,-0.061,1,0-2,0.37,-10.08,27.02102803738318,0
625,FF,2021-06-06,97.4,-2.92,4.82,"Kimbrel, Craig",664774,518886,,foul,3.0,LaMonte Wade called out on strikes.,R,L,R,SF,CHC,S,,,0,2,2021,-0.87,15.48,0.37,3.0,,,,2,9,Bot,,,664731,10.855784073908287,-141.4047799451418,-2.3050497153697878,-14.211457679691373,32.8642316859372,-14.489270408394557,3.41,1.56,182.0,79.8,15.0,97.4,2354.0,6.4,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.07,,,,,,,,74,3,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shift,Strategic,225.0,-0.044,0.0,1,0-2,-0.37,10.44,24.168377823408623,0
626,FF,2021-06-06,97.5,-3.05,4.83,"Kimbrel, Craig",664774,518886,,swinging_strike,1.0,LaMonte Wade called out on strikes.,R,L,R,SF,CHC,S,,,0,1,2021,-0.89,13.919999999999998,-0.46,3.4,,,,2,9,Bot,,,664731,8.982803360577769,-141.70618066695332,-1.002728898819596,-14.037217806040466,32.08312231841405,-16.443925167802554,3.41,1.56,,,,97.5,2361.0,6.3,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.18,,,,,,,,74,2,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shift,Strategic,226.0,-0.044,-0.024,1,0-1,0.46,10.68,24.215384615384615,1
627,FF,2021-06-06,97.1,-2.89,4.87,"Kimbrel, Craig",664774,518886,,called_strike,5.0,LaMonte Wade called out on strikes.,R,L,R,SF,CHC,S,,,0,0,2021,-1.08,13.200000000000001,0.08,2.69,,,,2,9,Bot,,,664731,10.445912751063007,-141.24348320587762,-2.925422745690955,-16.711151617590566,27.46563407976884,-16.82358313793489,3.26,1.56,,,,97.8,2204.0,6.4,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.11,,,,,,,,74,1,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shift,Strategic,230.0,-0.044,-0.018,1,0-0,-0.08,12.96,22.698249227600414,0
628,KC,2021-06-06,86.9,-2.86,5.03,"Kimbrel, Craig",613564,518886,strikeout,swinging_strike,14.0,"Jason Vosler strikes out swinging, catcher P.  J. Higgins to first baseman Anthony Rizzo.",R,L,R,SF,CHC,S,2.0,,0,2,2021,1.13,-4.32,1.06,0.31,,,,1,9,Bot,,,664731,7.108814441503119,-126.43652201347857,-4.40570922348003,10.697884614333756,24.969956949097025,-35.40269986942967,3.41,1.56,,,,87.2,2544.0,6.4,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.1,,,0.0,1.0,0.0,0.0,,73,4,Knuckle Curve,3,4,3,4,4,3,3,4,Infield shift,Strategic,56.0,-0.064,-0.101,1,0-2,-1.06,-13.559999999999999,29.275028768699652,1
629,KC,2021-06-06,86.2,-2.97,4.85,"Kimbrel, Craig",613564,518886,,foul,13.0,"Jason Vosler strikes out swinging, catcher P.  J. Higgins to first baseman Anthony Rizzo.",R,L,R,SF,CHC,S,,,0,2,2021,0.8,-8.76,-0.82,1.31,,,,1,9,Bot,,,664731,3.4996772740593856,-125.52220707468366,-0.7049984960111737,7.738974020632222,25.29959690252236,-39.98997060311974,3.41,1.56,,,,86.3,2593.0,6.3,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.21,,,,,,,,73,3,Knuckle Curve,3,4,3,4,4,3,3,4,Infield shift,Strategic,60.0,0.0,0.0,1,0-2,0.82,-9.600000000000001,30.08120649651972,0
630,FF,2021-06-06,97.4,-2.89,4.97,"Kimbrel, Craig",613564,518886,,foul,2.0,"Jason Vosler strikes out swinging, catcher P.  J. Higgins to first baseman Anthony Rizzo.",R,L,R,SF,CHC,S,,,0,1,2021,-0.78,14.28,0.05,2.89,,,,1,9,Bot,,,664731,9.676768293530875,-141.58069137983438,-2.8606061255878577,-12.46251317996486,28.40224594367664,-15.540142976218124,3.41,1.56,165.0,77.0,65.0,97.9,2243.0,6.4,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.13,,,,,,,,73,2,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shift,Strategic,224.0,0.0,-0.035,1,0-1,-0.05,9.36,23.028747433264886,0
631,KC,2021-06-06,84.7,-2.97,5.19,"Kimbrel, Craig",613564,518886,,called_strike,4.0,"Jason Vosler strikes out swinging, catcher P.  J. Higgins to first baseman Anthony Rizzo.",R,L,R,SF,CHC,S,,,0,0,2021,0.89,-8.040000000000001,-0.4,2.41,,,,1,9,Bot,,,664731,4.212383957687791,-123.5390645038742,1.025459775800554,8.569812615154145,20.127435383529622,-39.42666777800832,3.27,1.56,,,,85.2,2664.0,6.1,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.4,,,,,,,,73,1,Knuckle Curve,3,4,3,4,4,3,3,4,Infield shift,Strategic,51.0,0.0,-0.027,1,0-0,0.4,-10.68,31.452184179456907,0
632,KC,2021-06-06,84.7,-2.94,5.2,"Kimbrel, Craig",643289,518886,out,hit_into_play,13.0,Mauricio Dubon flies out to left fielder Kris Bryant.,R,R,R,SF,CHC,X,7.0,fly_ball,0,0,2021,0.89,-10.68,-1.07,2.15,,,,0,9,Bot,37.53,86.19,664731,2.580466591946507,-123.58352974114096,0.8427576944276773,8.833755649718679,19.89942305327467,-41.7090978464224,3.37,1.53,351.0,94.9,34.0,85.3,2550.0,6.1,633869,518886,664731,519203,519299,621550,642727,592178,664023,518792,54.4,0.117,0.205,0.0,1.0,0.0,0.0,3.0,72,1,Knuckle Curve,3,4,3,4,4,3,3,4,Standard,Standard,55.0,-0.086,-0.241,1,0-0,1.07,-10.68,30.10625737898465,0
633,FF,2021-06-01,98.3,-2.85,4.73,"Kimbrel, Craig",605170,518886,strikeout,called_strike,9.0,Victor Caratini called out on strikes.,R,L,R,CHC,SD,S,2.0,,3,2,2021,-0.87,15.36,0.54,1.89,,,,2,9,Top,,,575929,11.232025403799204,-142.611223947616,-5.177936326764746,-14.510587353052475,33.2180789497264,-13.61756228626257,3.24,1.56,,,,98.3,2326.0,6.5,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,54.01,,,0.0,1.0,0.0,0.0,,70,6,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,231.0,0.035,-0.134,1,3-2,-0.54,10.44,23.662258392675483,0
634,KC,2021-06-01,89.0,-2.73,4.87,"Kimbrel, Craig",605170,518886,,ball,14.0,Victor Caratini called out on strikes.,R,L,R,CHC,SD,B,,,2,2,2021,0.97,-2.2800000000000002,0.07,1.08,,,,2,9,Top,,,575929,4.852955236656235,-129.6237559759517,-2.882772715134351,9.936516900300884,27.196594144813428,-33.86811628131064,3.29,1.56,,,,89.4,2298.0,6.5,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,54.0,,,,,,,,70,5,Knuckle Curve,4,3,3,4,3,4,3,4,Infield shift,Standard,62.0,0.0,0.043,0,2-2,-0.07,-11.64,25.820224719101123,0
635,FF,2021-06-01,98.4,-2.93,4.73,"Kimbrel, Craig",605170,518886,,ball,11.0,Victor Caratini called out on strikes.,R,L,R,CHC,SD,B,,,1,2,2021,-0.82,14.76,-0.93,3.74,,,,2,9,Top,,,575929,7.363724943288141,-143.18930083325938,-0.0587485264538817,-12.942877638509868,33.71789422116996,-15.545198569368022,3.12,1.56,,,,98.8,2354.0,6.6,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,53.93,,,,,,,,70,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,227.0,0.0,0.018,0,1-2,0.93,9.84,23.922764227642276,0
636,KC,2021-06-01,87.3,-2.86,4.89,"Kimbrel, Craig",605170,518886,,swinging_strike,9.0,Victor Caratini called out on strikes.,R,L,R,CHC,SD,S,,,1,1,2021,1.29,-5.4,0.65,2.11,,,,2,9,Top,,,575929,5.811576743916878,-127.07879511396982,0.4212324209768003,12.74846449858828,26.846702321080794,-37.39210475955285,3.41,1.56,,,,87.6,2467.0,6.5,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,54.0,,,,,,,,70,3,Knuckle Curve,4,3,3,4,3,4,3,4,Infield shift,Standard,55.0,0.0,-0.027,1,1-1,-0.65,-15.48,28.25887743413517,1
637,FF,2021-06-01,98.0,-2.75,4.74,"Kimbrel, Craig",605170,518886,,ball,12.0,Victor Caratini called out on strikes.,R,L,R,CHC,SD,B,,,0,1,2021,-0.93,16.799999999999997,0.68,3.72,,,,2,9,Top,,,575929,11.482934674322982,-142.23459052652555,-0.4314558954224176,-15.41499881848487,34.40661673236393,-13.417211538415229,3.22,1.56,,,,98.1,2417.0,6.6,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,53.86,,,,,,,,70,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,230.0,0.0,0.014,0,0-1,-0.68,11.16,24.663265306122447,0
638,KC,2021-06-01,87.4,-2.94,4.85,"Kimbrel, Craig",605170,518886,,called_strike,7.0,Victor Caratini called out on strikes.,R,L,R,CHC,SD,S,,,0,0,2021,1.05,-5.88,-0.78,1.96,,,,2,9,Top,,,575929,3.0461193076464657,-127.3825526278604,0.1814288758536222,10.866655014469393,25.93178849919716,-37.81240558554309,3.32,1.56,,,,87.9,2440.0,6.5,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,54.03,,,,,,,,70,1,Knuckle Curve,4,3,3,4,3,4,3,4,Infield shift,Standard,62.0,0.0,-0.018,1,0-0,0.78,-12.600000000000001,27.91762013729977,0
639,KC,2021-06-01,88.6,-2.73,4.92,"Kimbrel, Craig",672779,518886,strikeout,swinging_strike,9.0,Tucupita Marcano strikes out swinging.,R,L,R,CHC,SD,S,2.0,,1,2,2021,0.96,-6.48,0.28,1.47,,,,1,9,Top,,,575929,5.366754335793064,-129.03400343140487,-1.2633050600912614,9.726578549250885,25.765912342264865,-38.230242349055885,3.37,1.53,,,,89.4,2471.0,6.7,633880,518886,575929,519203,642727,621550,595879,592178,664023,542364,53.84,,,0.0,1.0,0.0,0.0,,69,4,Knuckle Curve,4,3,3,4,3,4,3,4,Standard,Standard,53.0,0.052,-0.114,1,1-2,-0.28,-11.52,27.889390519187362,1
