,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,is_strike,pitch_count,plate_-x,pfx_-x,bauer_units,swing_miss
36,KC,2021-09-24,85.8,-2.86,4.98,"Kimbrel, Craig",640458,518886,,ball,14.0,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,B,,,0,2,2021,0.81,-6.36,2.19,0.69,,,,0,8,Bot,,,641470,10.306908452252584,-124.63492233401789,-2.7990222290813964,6.444341855695508,24.71385218466741,-37.32578270790402,3.58,1.67,,,,85.9,2632.0,6.4,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.09,,,,,,,,55,3,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,46.0,0.0,0.022,0,0-2,-2.19,-9.72,30.675990675990676,0
37,FF,2021-09-24,96.2,-2.84,4.93,"Kimbrel, Craig",640458,518886,,called_strike,6.0,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,S,,,0,1,2021,-1.07,15.24,0.38,2.7,,,,0,8,Bot,,,641470,10.974050001799942,-139.7065906641081,-3.233662025864855,-16.354632100759595,29.785309215696223,-14.94837238105289,3.75,1.86,,,,96.6,2262.0,6.5,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,54.02,,,,,,,,55,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,224.0,0.0,-0.052,1,0-1,-0.38,12.84,23.513513513513512,0
38,FF,2021-09-24,95.6,-3.31,4.84,"Kimbrel, Craig",640458,518886,,called_strike,6.0,Oscar Mercado strikes out swinging.,R,R,R,CLE,CWS,S,,,0,0,2021,-1.03,13.559999999999999,0.35,2.53,,,,0,8,Bot,,,641470,11.992926912371043,-138.7339653295583,-3.041724590479449,-15.88631045185363,29.19596895213032,-16.98351382981338,3.77,1.88,,,,96.0,2234.0,6.6,632363,518886,641470,547989,514917,660162,641313,650391,673357,683734,53.95,,,,,,,,55,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,228.0,0.0,-0.038,1,0-0,-0.35,12.36,23.368200836820083,0
39,KC,2021-09-23,85.1,-2.9,4.92,"Kimbrel, Craig",644374,518886,out,hit_into_play,14.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,X,6.0,ground_ball,2,2,2021,0.8,-6.0,1.01,1.68,,608070.0,656252.0,2,6,Bot,116.2,150.45,518735,7.564357997468426,-123.79375466402772,-0.2558952245609139,6.6346030396109015,25.60387264013384,-37.51054478179998,3.41,1.56,8.0,62.9,-11.0,85.1,2578.0,6.4,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.09,0.06,0.054,0.0,1.0,0.0,0.0,2.0,55,8,Knuckle Curve,2,7,2,7,7,2,2,7,Standard,Standard,53.0,-0.011,-0.382,1,2-2,-1.01,-9.600000000000001,30.29377203290247,0
40,KC,2021-09-23,84.8,-3.01,4.92,"Kimbrel, Craig",644374,518886,,foul,8.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,2,2,2021,0.68,-8.28,0.23,1.5,,608070.0,656252.0,2,6,Bot,,,518735,6.228112435992903,-123.35599760723716,-0.2133220018868415,5.59224607794863,26.697565880892338,-39.32408890795342,3.41,1.56,,,,84.9,2556.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.93,,,,,,,,55,7,Knuckle Curve,2,7,2,7,7,2,2,7,Standard,Standard,59.0,0.0,0.0,1,2-2,-0.23,-8.16,30.141509433962266,0
41,FF,2021-09-23,94.5,-2.94,4.8,"Kimbrel, Craig",644374,518886,,foul,5.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,2,2,2021,-0.83,14.76,0.25,2.67,,608070.0,656252.0,2,6,Bot,,,518735,10.180975240510968,-137.27293634354254,-2.5823380773301445,-12.78321208422268,30.932136187578607,-16.250627839548542,3.41,1.56,238.0,80.0,50.0,94.8,2306.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.91,,,,,,,,55,6,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,228.0,0.0,0.0,1,2-2,-0.25,9.959999999999999,24.402116402116402,0
42,FF,2021-09-23,94.6,-3.08,4.75,"Kimbrel, Craig",644374,518886,,ball,11.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,B,,,1,2,2021,-1.18,12.84,-0.65,3.9,,608070.0,656252.0,2,6,Bot,,,518735,9.007271793867243,-137.5156986829917,1.0776230506486488,-17.02906077325581,30.455338496107583,-19.022125971639973,3.4,1.57,,,,94.9,2212.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.99,,,,,,,,55,5,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,231.0,0.0,0.078,0,1-2,0.65,14.16,23.38266384778013,0
43,FF,2021-09-23,95.0,-3.15,4.75,"Kimbrel, Craig",644374,518886,,foul,3.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,1,2,2021,-1.1,10.92,0.63,2.97,,608070.0,656252.0,2,6,Bot,,,518735,12.379469335691722,-137.79627549517207,-1.0088160546589156,-16.680960929479337,30.112171789374496,-20.559184363031424,3.41,1.56,300.0,90.1,39.0,95.2,2209.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.97,,,,,,,,55,4,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,230.0,0.0,0.0,1,1-2,-0.63,13.200000000000001,23.25263157894737,0
44,FF,2021-09-23,94.9,-3.08,4.7,"Kimbrel, Craig",644374,518886,,foul,6.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,1,1,2021,-0.91,12.36,0.68,2.47,,608070.0,656252.0,2,6,Bot,,,518735,11.902553496621186,-137.78856887578843,-2.470690156287015,-14.163725794593462,30.20956042130113,-18.63295359371981,3.41,1.56,345.0,97.9,33.0,95.2,2307.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.92,,,,,,,,55,3,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,229.0,0.0,-0.116,1,1-1,-0.68,10.92,24.309799789251844,0
45,KC,2021-09-23,85.7,-3.13,4.63,"Kimbrel, Craig",644374,518886,,ball,14.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,B,,,0,1,2021,0.75,-4.800000000000001,0.98,1.3,,608070.0,656252.0,2,6,Bot,,,518735,8.22523723709526,-124.59455256968104,-0.8177474201521333,6.217584724419829,23.88927862808624,-36.39402816782712,3.46,1.63,,,,86.2,2627.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.94,,,,,,,,55,2,Knuckle Curve,2,7,2,7,7,2,2,7,Standard,Standard,62.0,0.0,0.054,0,0-1,-0.98,-9.0,30.653442240373394,0
46,FF,2021-09-23,94.3,-3.13,4.81,"Kimbrel, Craig",644374,518886,,called_strike,7.0,"Yu Chang grounds out, shortstop Tim Anderson to first baseman Jose Abreu.",R,R,R,CLE,CWS,S,,,0,0,2021,-0.85,14.28,-0.73,1.95,,608070.0,656252.0,2,6,Bot,,,518735,8.145804056090306,-137.05867830220927,-4.402955595633624,-12.43700857748603,28.70883304568606,-16.360155530541967,3.41,1.63,,,,94.7,2248.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.02,,,,,,,,55,1,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,232.0,0.0,-0.075,1,0-0,0.73,10.2,23.83881230116649,0
47,FF,2021-09-23,94.9,-2.91,4.7,"Kimbrel, Craig",656252,518886,walk,ball,14.0,Bobby Bradley walks.,R,L,R,CLE,CWS,B,,,3,2,2021,-0.99,13.200000000000001,1.19,2.43,,608070.0,,2,6,Bot,,,518735,13.015950271379705,-137.68079359888984,-2.774467334020967,-15.282816518959107,28.33721115221113,-17.690156471001796,3.28,1.61,,,,95.7,2154.0,6.7,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.77,,,0.7,1.0,0.0,0.0,,54,6,4-Seam Fastball,2,7,2,7,7,2,2,7,Strategic,Standard,236.0,0.005,0.141,0,3-2,-1.19,11.879999999999999,22.697576396206532,0
48,FF,2021-09-23,94.6,-3.02,4.81,"Kimbrel, Craig",656252,518886,,ball,12.0,Bobby Bradley walks.,R,L,R,CLE,CWS,B,,,2,2,2021,-0.95,14.04,0.42,3.84,,608070.0,,2,6,Bot,,,518735,11.122547071131676,-137.31059808608208,0.5613033783559321,-14.432921739269313,29.684898418040387,-17.71550841457008,3.26,1.56,,,,95.0,2217.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.9,,,,,,,,54,5,4-Seam Fastball,2,7,2,7,7,2,2,7,Strategic,Standard,232.0,0.0,0.061,0,2-2,-0.42,11.399999999999999,23.435517970401694,0
49,KC,2021-09-23,86.2,-2.88,4.83,"Kimbrel, Craig",656252,518886,,ball,14.0,Bobby Bradley walks.,R,L,R,CLE,CWS,B,,,1,2,2021,0.81,-3.96,0.75,0.95,,608070.0,,2,6,Bot,,,518735,6.994343702462673,-125.47750878609416,-2.363554988426376,7.370884574880316,22.998076706308737,-35.46586213058956,3.28,1.61,,,,86.8,2584.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.03,,,,,,,,54,4,Knuckle Curve,2,7,2,7,7,2,2,7,Strategic,Standard,81.0,0.0,0.045,0,1-2,-0.75,-9.72,29.976798143851507,0
50,FF,2021-09-23,94.6,-3.16,4.67,"Kimbrel, Craig",656252,518886,,called_strike,6.0,Bobby Bradley walks.,R,L,R,CLE,CWS,S,,,1,1,2021,-1.11,12.0,0.81,2.19,,608070.0,,2,6,Bot,,,518735,12.846911714553515,-137.31801419258662,-3.077334978811934,-16.628106775382722,26.36217290144631,-18.92589996741333,3.35,1.61,,,,95.3,2166.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.96,,,,,,,,54,3,4-Seam Fastball,2,7,2,7,7,2,2,7,Strategic,Standard,234.0,0.0,-0.076,1,1-1,-0.81,13.32,22.896405919661735,0
51,KC,2021-09-23,86.7,-2.86,4.99,"Kimbrel, Craig",656252,518886,,ball,14.0,Bobby Bradley walks.,R,L,R,CLE,CWS,B,,,0,1,2021,0.41,-6.48,0.43,0.52,,608070.0,,2,6,Bot,,,518735,7.075165079151323,-126.1674902469338,-3.4372282548926307,3.134412108477976,23.03953375127212,-37.57560171898383,3.36,1.62,,,,87.6,2522.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.86,,,,,,,,54,2,Knuckle Curve,2,7,2,7,7,2,2,7,Strategic,Standard,55.0,0.0,0.018,0,0-1,-0.43,-4.92,29.08881199538639,0
52,KC,2021-09-23,85.1,-2.92,4.84,"Kimbrel, Craig",656252,518886,,swinging_strike,14.0,Bobby Bradley walks.,R,L,R,CLE,CWS,S,,,0,0,2021,1.02,-3.4799999999999995,1.11,0.44,,608070.0,,2,6,Bot,,,518735,7.404225573281207,-123.73258401853148,-3.4333470190972197,9.06716951365044,24.245937687536752,-34.702899011341415,3.41,1.56,,,,85.3,2536.0,6.4,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.08,,,,,,,,54,1,Knuckle Curve,2,7,2,7,7,2,2,7,Strategic,Standard,58.0,0.0,-0.045,1,0-0,-1.11,-12.24,29.800235017626324,1
53,FF,2021-09-23,95.3,-2.81,4.83,"Kimbrel, Craig",614177,518886,out,hit_into_play,12.0,"Franmil Reyes grounds out, second baseman Cesar Hernandez to first baseman Jose Abreu.   Jose Ramirez to 2nd.",R,R,R,CLE,CWS,X,4.0,ground_ball,0,2,2021,-0.69,15.24,0.9,2.89,,,608070.0,1,6,Bot,141.29,146.33,518735,11.348359302636682,-138.4185594981539,-2.312746577819897,-11.33510256476552,29.9836415813689,-15.546088553416665,3.58,1.68,53.0,98.0,0.0,95.8,2297.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.87,0.454,0.442,0.0,1.0,0.0,0.0,4.0,53,3,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,230.0,-0.008,-0.238,1,0-2,-0.9,8.28,24.10283315844701,0
54,FF,2021-09-23,95.6,-2.97,4.84,"Kimbrel, Craig",614177,518886,,called_strike,3.0,"Franmil Reyes grounds out, second baseman Cesar Hernandez to first baseman Jose Abreu.   Jose Ramirez to 2nd.",R,R,R,CLE,CWS,S,,,0,1,2021,-1.0,13.559999999999999,0.77,2.99,,,608070.0,1,6,Bot,,,518735,12.1454423884213,-138.64722718283275,-1.7247990184020474,-15.66403601416461,32.841351523034405,-17.424486442976132,3.61,1.64,,,,95.7,2262.0,6.7,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.84,,,,,,,,53,2,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,226.0,0.0,-0.064,1,0-1,-0.77,12.0,23.661087866108787,0
55,FF,2021-09-23,94.4,-2.88,4.75,"Kimbrel, Craig",614177,518886,,swinging_strike,6.0,"Franmil Reyes grounds out, second baseman Cesar Hernandez to first baseman Jose Abreu.   Jose Ramirez to 2nd.",R,R,R,CLE,CWS,S,,,0,0,2021,-0.59,14.04,0.38,2.44,,,608070.0,1,6,Bot,,,518735,9.900388562682476,-137.1005516694874,-2.9237049528839,-9.606359690311438,30.201987793850552,-16.93702164603102,3.58,1.68,,,,95.3,2172.0,6.9,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.57,,,,,,,,53,1,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,225.0,0.0,-0.048,1,0-0,-0.38,7.08,23.008474576271183,1
56,FF,2021-09-23,95.5,-2.95,4.76,"Kimbrel, Craig",608070,518886,walk,ball,11.0,Jose Ramirez walks.,R,L,R,CLE,CWS,B,,,3,2,2021,-0.77,15.24,-1.29,4.39,,,,1,6,Bot,,,518735,6.128249731858417,-138.97230852436363,1.8084442192305132,-11.321179384914313,31.366593088451847,-16.304416220433954,3.22,1.52,,,,95.8,2180.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.01,,,0.7,1.0,0.0,0.0,,52,6,4-Seam Fastball,2,7,2,7,7,2,2,7,Infield shift,Standard,225.0,0.008,0.214,0,3-2,1.29,9.24,22.827225130890053,0
57,FF,2021-09-23,94.9,-2.9,4.71,"Kimbrel, Craig",608070,518886,,foul,8.0,Jose Ramirez walks.,R,L,R,CLE,CWS,S,,,3,1,2021,-0.88,14.04,-0.26,1.71,,,,1,6,Bot,,,518735,8.907851093618453,-137.91502702915824,-4.846195793071126,-13.169876244150055,29.75348466832907,-16.29959873014912,3.29,1.49,117.0,81.0,76.0,95.6,2220.0,6.7,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.81,,,,,,,,52,5,4-Seam Fastball,2,7,2,7,7,2,2,7,Infield shift,Standard,227.0,0.0,-0.065,1,3-1,0.26,10.56,23.39304531085353,0
58,KC,2021-09-23,83.4,-3.3,4.86,"Kimbrel, Craig",608070,518886,,ball,11.0,Jose Ramirez walks.,R,L,R,CLE,CWS,B,,,2,1,2021,1.39,-4.4399999999999995,-2.76,3.34,,,,1,6,Bot,,,518735,-1.4984838372105935,-121.40249179014673,3.6212406332351295,14.122110699352232,22.09683939943084,-36.73144526515735,3.17,1.51,,,,83.6,2510.0,6.2,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.28,,,,,,,,52,4,Knuckle Curve,2,7,2,7,7,2,2,7,Infield shift,Standard,63.0,0.0,0.083,0,2-1,2.76,-16.68,30.095923261390887,0
59,KC,2021-09-23,86.0,-2.86,4.92,"Kimbrel, Craig",608070,518886,,called_strike,5.0,Jose Ramirez walks.,R,L,R,CLE,CWS,S,,,2,0,2021,0.7,-8.52,-0.03,2.18,,,,1,6,Bot,,,518735,5.325233719797524,-125.22328534058616,1.1479548775684507,6.390478971242324,23.61611834033344,-40.10142822832013,3.18,1.53,,,,86.7,2471.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.95,,,,,,,,52,3,Knuckle Curve,2,7,2,7,7,2,2,7,Infield shift,Standard,58.0,0.0,-0.044,1,2-0,0.03,-8.399999999999999,28.732558139534884,0
60,FF,2021-09-23,95.2,-3.09,4.68,"Kimbrel, Craig",608070,518886,,ball,11.0,Jose Ramirez walks.,R,L,R,CLE,CWS,B,,,1,0,2021,-0.85,10.08,-0.96,3.4,,,605548.0,0,6,Bot,,,518735,7.535292390115998,-138.5993931057334,0.353244011252808,-12.56856835190837,27.98372538782141,-21.523884124458988,3.25,1.54,,,,96.0,2274.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.01,,,,,,,,52,2,4-Seam Fastball,2,7,2,7,7,2,2,7,Infield shift,Standard,230.0,-0.022,0.11,0,1-0,0.96,10.2,23.886554621848738,0
61,KC,2021-09-23,84.7,-2.81,4.86,"Kimbrel, Craig",608070,518886,,ball,11.0,Jose Ramirez walks.,R,L,R,CLE,CWS,B,,,0,0,2021,0.95,-2.52,-0.99,2.44,,,605548.0,0,6,Bot,,,518735,2.3740161694645256,-123.52482898702144,0.9937664088591072,9.379913639712877,21.627622095989683,-34.658027888819234,3.2,1.39,,,,85.5,2531.0,6.4,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.06,,,,,,,,52,1,Knuckle Curve,2,7,2,7,7,2,2,7,Infield shift,Standard,70.0,0.0,0.055,0,0-0,0.99,-11.399999999999999,29.881936245572607,0
62,KC,2021-09-23,86.3,-2.67,4.86,"Kimbrel, Craig",605548,518886,out,hit_by_pitch,14.0,Bradley Zimmer hit by pitch.,R,L,R,CLE,CWS,B,,,1,2,2021,0.74,-6.48,2.01,0.77,,,,0,6,Bot,,,518735,9.67739498214152,-125.4738616295693,-2.468579116755984,6.153039201060229,22.64547847658216,-37.682316775033705,3.55,1.63,,,,87.1,2613.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.88,,,0.7,1.0,0.0,0.0,,51,5,Knuckle Curve,2,7,2,7,7,2,2,7,Standard,Standard,52.0,0.015,0.473,0,1-2,-2.01,-8.879999999999999,30.278099652375435,0
63,FF,2021-09-23,95.6,-3.09,4.71,"Kimbrel, Craig",605548,518886,,foul,11.0,Bradley Zimmer hit by pitch.,R,L,R,CLE,CWS,S,,,1,2,2021,-0.86,13.200000000000001,-0.63,3.69,,,,0,6,Bot,,,518735,8.447602996571296,-139.0348471403386,0.411048764188024,-12.975347933475794,28.42981775413728,-18.083237644427093,3.55,1.63,,,,96.4,2259.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.95,,,,,,,,51,4,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,229.0,0.0,0.0,1,1-2,0.63,10.32,23.629707112970713,0
64,FF,2021-09-23,95.8,-2.89,4.76,"Kimbrel, Craig",605548,518886,,foul,5.0,Bradley Zimmer hit by pitch.,R,L,R,CLE,CWS,S,,,1,1,2021,-1.06,14.879999999999999,-0.08,2.83,,,,0,6,Bot,,,518735,9.83525068261234,-139.17209626183154,-2.300606665923134,-15.959777855380356,29.650129534416298,-15.639590678753189,3.55,1.63,,,,96.2,2290.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.99,,,,,,,,51,3,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,231.0,0.0,-0.057,1,1-1,0.08,12.72,23.903966597077243,0
65,FF,2021-09-23,94.3,-3.14,4.84,"Kimbrel, Craig",605548,518886,,ball,11.0,Bradley Zimmer hit by pitch.,R,L,R,CLE,CWS,B,,,0,1,2021,-0.94,14.28,-0.75,4.05,,,,0,6,Bot,,,518735,8.343490615234284,-137.20493602611216,0.9753636822556624,-13.674638637933777,27.489291579173237,-17.468503526693492,3.52,1.71,,,,95.1,2145.0,6.6,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,53.94,,,,,,,,51,2,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,225.0,0.0,0.027,0,0-1,0.75,11.28,22.74655355249205,0
66,FF,2021-09-23,95.1,-2.9,4.75,"Kimbrel, Craig",605548,518886,,foul,5.0,Bradley Zimmer hit by pitch.,R,L,R,CLE,CWS,S,,,0,0,2021,-0.87,13.440000000000001,0.17,2.58,,,,0,6,Bot,,,518735,10.036664514002307,-138.164883309445,-2.535960291627068,-13.298287997922309,29.66214330214223,-17.42080687024381,3.55,1.63,195.0,69.4,48.0,95.5,2144.0,6.5,633866,518886,518735,547989,514917,660162,641313,650391,673357,544725,54.0,,,,,,,,51,1,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,231.0,0.0,-0.038,1,0-0,-0.17,10.44,22.544689800210307,0
67,KC,2021-09-20,82.0,-2.82,4.99,"Kimbrel, Craig",606992,518886,out,hit_into_play,13.0,Eric Haase flies out to left fielder Eloy Jimenez.,R,R,R,DET,CWS,X,7.0,fly_ball,1,0,2021,0.83,-9.24,-0.3,1.35,,,605612.0,2,8,Bot,56.44,82.63,518735,4.128228084695588,-119.45876717556558,-0.2021309858426712,7.163161334554396,22.178348643471683,-39.78459329326685,3.3,1.5,334.0,86.5,30.0,82.4,2457.0,6.4,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,54.08,0.054,0.068,0.0,1.0,0.0,0.0,3.0,65,2,Knuckle Curve,4,3,4,3,3,4,4,3,Standard,Standard,51.0,-0.014,-0.263,1,1-0,0.3,-9.959999999999999,29.963414634146343,0
68,FF,2021-09-20,94.2,-2.98,4.93,"Kimbrel, Craig",606992,518886,,ball,12.0,Eric Haase flies out to left fielder Eloy Jimenez.,R,R,R,DET,CWS,B,,,0,0,2021,-0.65,13.68,0.0,3.9,,,605612.0,2,8,Bot,,,518735,9.213028501109548,-137.00457321042532,0.4710868067186876,-10.124249849676549,28.1749676626163,-17.990671863830443,3.43,1.57,,,,94.9,2102.0,6.6,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,53.94,,,,,,,,65,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,222.0,0.0,0.036,0,0-0,-0.0,7.800000000000001,22.314225053078555,0
69,KC,2021-09-20,84.2,-2.91,5.06,"Kimbrel, Craig",605612,518886,single,hit_into_play,8.0,Harold Castro singles on a ground ball to right fielder Leury Garcia.   Robbie Grossman scores.,R,L,R,DET,CWS,X,9.0,ground_ball,2,2,2021,1.08,-3.12,-0.06,1.49,,543257.0,,2,8,Bot,178.2,126.81,518735,4.49655680808237,-122.66448458744308,-1.4128118541949453,10.060595956312657,23.919956264170384,-34.71373122265396,3.3,1.5,7.0,90.3,-11.0,84.6,2665.0,6.5,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,54.04,0.131,0.125,0.9,1.0,1.0,0.0,2.0,64,5,Knuckle Curve,3,3,3,3,3,4,4,3,Standard,Standard,49.0,0.275,0.793,1,2-2,0.06,-12.96,31.650831353919237,0
70,KC,2021-09-20,84.1,-2.96,4.88,"Kimbrel, Craig",605612,518886,,swinging_strike,14.0,Harold Castro singles on a ground ball to right fielder Leury Garcia.   Robbie Grossman scores.,R,L,R,DET,CWS,S,,,2,1,2021,0.94,-3.24,1.0,0.81,,543257.0,,2,8,Bot,,,518735,7.355702884985474,-122.30103322980864,-2.544111291908403,8.014807238241092,23.359721272704963,-34.58438947890479,3.3,1.5,,,,84.6,2565.0,6.6,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,53.9,,,,,,,,64,4,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,54.0,0.0,-0.071,1,2-1,-1.0,-11.28,30.499405469678955,1
71,KC,2021-09-20,84.2,-2.98,5.12,"Kimbrel, Craig",605612,518886,,foul,7.0,Harold Castro singles on a ground ball to right fielder Leury Garcia.   Robbie Grossman scores.,R,L,R,DET,CWS,S,,,2,0,2021,0.46,-6.48,-0.3,1.66,,543257.0,,2,8,Bot,,,518735,5.299456402822488,-122.49438681493196,-0.5664911870562788,3.5494449601667366,24.71456674672282,-37.70130727321003,3.3,1.5,2.0,42.0,-38.0,84.0,2536.0,6.2,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,54.27,,,,,,,,64,3,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,43.0,0.0,-0.052,1,2-0,0.3,-5.5200000000000005,30.1187648456057,0
72,FF,2021-09-20,94.7,-2.69,4.89,"Kimbrel, Craig",605612,518886,,ball,14.0,Harold Castro singles on a ground ball to right fielder Leury Garcia.   Robbie Grossman scores.,R,L,R,DET,CWS,B,,,1,0,2021,-0.79,16.32,1.65,1.87,,,543257.0,2,8,Bot,,,518735,13.098858111994836,-137.23141220980315,-5.215112275650968,-12.839460229769596,30.089495988319385,-13.923781550943236,3.47,1.61,,,,94.8,2161.0,6.5,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,53.97,,,,,,,,64,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,235.0,0.031,0.05,0,1-0,-1.65,9.48,22.819429778247095,0
73,KC,2021-09-20,84.0,-2.9,5.06,"Kimbrel, Craig",605612,518886,,ball,13.0,Harold Castro singles on a ground ball to right fielder Leury Garcia.   Robbie Grossman scores.,R,L,R,DET,CWS,B,,,0,0,2021,0.77,-8.64,-0.89,0.75,,,543257.0,2,8,Bot,,,518735,3.1542782052946885,-122.32829879122713,-2.189680281059813,7.169243555723126,23.831285074438156,-39.17952187581004,3.52,1.61,,,,84.6,2514.0,6.6,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,53.88,,,,,,,,64,1,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,49.0,0.0,0.036,0,0-0,0.89,-9.24,29.928571428571427,0
74,KC,2021-09-20,84.2,-2.71,5.04,"Kimbrel, Craig",543257,518886,out,hit_by_pitch,14.0,Robbie Grossman hit by pitch.,R,L,R,DET,CWS,B,,,0,2,2021,0.82,-8.52,2.19,-0.29,,,,2,8,Bot,,,518735,9.78481857466996,-122.24414630294056,-4.575839822558863,6.344239168390246,23.68655802120926,-38.54666687245755,3.37,1.53,,,,84.6,2589.0,6.6,632423,518886,518735,657757,514917,660162,641313,650391,673357,544725,53.89,,,0.7,1.0,0.0,0.0,,63,3,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,57.0,0.025,0.165,0,0-2,-2.19,-9.84,30.748218527315913,0
